19.5,38.29,0,501.5,0
19.5,38.5,0,504,0
19.5,38.59,0,502.5,0
19.5,38.79,0,508,0
19.5,38.9,0,495,0
19.5,38.9,0,500.5,0
19.5,38.9,0,502,0
19.5,39,0,506,0
19.5,39,0,507,0
19.5,39.06,0,508.3333333,0
19.5,39.09,0,503,0
19.5,39.09,0,504.5,0
19.5,39.09,0,513,0
19.5,39.2,0,505,0
19.5,39.29,0,501,0
19.5,39.29,0,504.5,0
19.5,39.29,0,505,0
19.5,39.29,0,508,0
19.5,39.4,0,503.5,0
19.5,39.4,0,504,0
19.5,39.4,0,505.5,0
19.5,39.4,0,506,0
19.5,39.4,0,507,0
19.5,39.45,0,507.5,0
19.5,39.45,0,508.5,0
19.5,39.46666667,0,507.3333333,0
19.5,39.5,0,502,0
19.5,39.5,0,502.5,0
19.5,39.5,0,503,0
19.5,39.5,0,506.5,0
19.5,39.5,0,509,0
19.525,39.2,0,512,0
19.525,39.2225,0,506,0
19.53333333,38.9,0,497.6666667,0
19.53333333,39.2,0,505.3333333,0
19.55,38.29,0,510.5,0
19.55,38.45,0,505.5,0
19.55,38.5,0,504,0
19.55,38.9,0,501,0
19.55,38.9,0,508,0
19.55,38.95,0,503.5,0
19.55,39,0,507.5,0
19.55,39,0,509.5,0
19.55,39,0,510,0
19.55,39.045,0,511,0
19.55,39.09,0,503,0
19.55,39.2,0,505.5,0
19.55,39.29,0,499.5,0
19.56666667,38.29,0,505.3333333,0
19.56666667,38.56,0,504.6666667,0
19.56666667,38.73,0,505.6666667,0
19.56666667,38.76,0,503,0
19.56666667,39.09,0,507.6666667,0
19.575,38.4,0,507.25,0
19.575,38.5225,0,502.6666667,0
19.575,38.645,0,503.75,0
19.575,38.7,0,512.25,0
19.6,36.4,0,502,0
19.6,36.5,0,498,0
19.6,36.5,0,499,0
19.6,36.5,0,500.5,0
19.6,36.5,0,503,0
19.6,36.5,0,504.5,0
19.6,36.53,0,504,0
19.6,36.545,0,497.5,0
19.6,36.545,0,499.5,0
19.6,36.545,0,501,0
19.6,36.59,0,499,0
19.6,36.59,0,499.5,0
19.6,36.59,0,501,0
19.6,36.59,0,502,0
19.6,36.59,0,503,0
19.6,36.59,0,503.5,0
19.6,36.59,0,505.5,0
19.6,36.645,0,504.5,0
19.6,36.7,0,504.6666667,0
19.6,36.745,0,501.5,0
19.6,36.76,0,500,0
19.6,36.79,0,501,0
19.6,36.79,0,501.6666667,0
19.6,36.79,0,502,0
19.6,36.79,0,503.5,0
19.6,36.79,0,504.5,0
19.6,36.845,0,504,0
19.6,36.9,0,499.5,0
19.6,36.9,0,503,0
19.6,36.9,0,504,0
19.6,37,0,503,0
19.6,37.09,0,502,0
19.6,37.4,0,499,0
19.6,37.495,0,503,0
19.6,37.59,0,503.5,0
19.6,37.645,0,503.5,0
19.6,37.645,0,508,0
19.6,37.7,0,503,0
19.6,37.7,0,503.5,0
19.6,37.7,0,506,0
19.6,37.7,0,506.5,0
19.6,37.7,0,509,0
19.6,37.745,0,499,0
19.6,37.845,0,507,0
19.6,37.9,0,498,0
19.6,37.9,0,500,0
19.6,37.9,0,502,0
19.6,37.9,0,503,0
19.6,37.9,0,506,0
19.6,37.9,0,507,0
19.6,37.9,0,508,0
19.6,37.9,0,508.5,0
19.6,37.95,0,503.6666667,0
19.6,38,0,502,0
19.6,38,0,505.5,0
19.6,38,0,506,0
19.6,38.045,0,501.5,0
19.6,38.045,0,502,0
19.6,38.045,0,503.5,0
19.6,38.045,0,513,0
19.6,38.09,0,499.5,0
19.6,38.09,0,500,0
19.6,38.09,0,502,0
19.6,38.09,0,514.3333333,0
19.6,38.16333333,0,509.6666667,0
19.6,38.2,0,506.5,0
19.6,38.245,0,504,0
19.6,38.26,0,503.75,0
19.6,38.29,0,496,0
19.6,38.29,0,497.6666667,0
19.6,38.29,0,498,0
19.6,38.29,0,498.5,0
19.6,38.29,0,499,0
19.6,38.29,0,499.5,0
19.6,38.29,0,500,0
19.6,38.29,0,500.6666667,0
19.6,38.29,0,501,0
19.6,38.29,0,502,0
19.6,38.29,0,502.5,0
19.6,38.29,0,502.6666667,0
19.6,38.29,0,503,0
19.6,38.29,0,503.3333333,0
19.6,38.29,0,503.5,0
19.6,38.29,0,504,0
19.6,38.29,0,504.5,0
19.6,38.29,0,505,0
